file,ground_truth,removed_line
1370HV_missing_Capacitor.net,Capacitor,C2 OUT 0 180µ Rser=0.05
1371_missing_Resistor.net,Resistor,R2 N003 0 6.19K
1371HV_missing_Resistor.net,Resistor,R3 N004 N005 2K
1372_missing_Resistor.net,Resistor,R1 N004 N005 2K
1372HV_missing_Capacitor.net,Capacitor,C3 0 N004 .047µ
1373_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
1373HV_missing_Capacitor.net,Capacitor,C2 OUT 0 22µ Rser=.05
1374-5_missing_VoltageSource.net,VoltageSource,V1 IN 0 12
1374_missing_Capacitor.net,Capacitor,C3 N006 N005 .005µ
1374HV-5_missing_Diode.net,Diode,D1 0 N002 MBRS340
1374HV_missing_Resistor.net,Resistor,R1 OUT N004 5.36K
1375-5_missing_Resistor.net,Resistor,Rload OUT 0 10
1375_missing_Resistor.net,Resistor,R2 OUT N006 5.36K
1375HV_missing_Resistor.net,Resistor,R4 OUT 0 10
1376-5_missing_Capacitor.net,Capacitor,C4 N004 0 3.3n
1376_missing_Resistor.net,Resistor,Rload OUT 0 10
1376HV_missing_Resistor.net,Resistor,R2 OUT N005 5.36K
1377_missing_Diode.net,Diode,D1 N001 OUT MBRS340
1389-1.25_missing_Resistor.net,Resistor,R1 N001 N002 4.7Meg
1389-2.5_missing_Resistor.net,Resistor,R1 N001 N002 2.8Meg
1389-4.096_missing_Subcircuit.net,Subcircuit,XU1 N002 0 LT1389-4.096
1389-5_missing_Subcircuit.net,Subcircuit,XU1 N002 0 LT1389-5
1394_missing_VoltageSource.net,VoltageSource,V2 N004 0 1
1395_missing_Resistor.net,Resistor,R6 IN 0 {2.32+75}
1396_missing_Resistor.net,Resistor,R1 N002 N001 255
1397_missing_Resistor.net,Resistor,R12 N001 Y 255
1398_missing_Subcircuit.net,Subcircuit,XU1 IN N001 +V -V OUT _SHDN LT1398
1399_missing_Resistor.net,Resistor,R9 N006 B-Y 845
1412_missing_Resistor.net,Resistor,R1 N002 0 1K
1413_missing_Resistor.net,Resistor,R6 N004 N003 10Meg
1413A_missing_Resistor.net,Resistor,R6 N004 N003 10Meg
1424-5_missing_Inductor.net,Inductor,L1 IN N003 20µ
1424-9_missing_Subcircuit.net,Subcircuit,XU1 N002 N004 MP_01 0 0 N003 IN N005 LT1424-9
1425_missing_Capacitor.net,Capacitor,C1 OUT 0 10µ Rser=.1
1429_missing_Resistor.net,Resistor,R2 IN N004 3.3K
1429CS8-4_missing_Resistor.net,Resistor,Rload OUT 0 100
1430_missing_MOSFET.net,MOSFET,M§Q1 N006 N008 0 0 IRF7201 m=2
1430A_missing_Capacitor.net,Capacitor,C6 IN N002 .1µ
1431_missing_Subcircuit.net,Subcircuit,XU2 N003 N004 N002 0 NC_01 4N25
1432-3.3_missing_Subcircuit.net,Subcircuit,XU2 N006 OUT IN N001 N005 N004 0 0 LT1432-3.3
1432_missing_Capacitor.net,Capacitor,C3 N003 N005 .1µ
1433_missing_Inductor.net,Inductor,L1 N002 OUT 100µ
1434_missing_Capacitor.net,Capacitor,C2 N009 0 .01µ
1435A_missing_Inductor.net,Inductor,L1 N005 N010 10µ Rser=0.0005
1436A-PLL_missing_VoltageSource.net,VoltageSource,V1 IN 0 6
1436A_missing_Resistor.net,Resistor,R1 N010 OUT .03
1437A_missing_Resistor.net,Resistor,Rload OUT 0 10
1438-ADJ_missing_Resistor.net,Resistor,R5 N006 0 10K
1438_missing_Capacitor.net,Capacitor,C12 N012 OUT2 1000p
1439_missing_Capacitor.net,Capacitor,C8 N023 N025 1000p
1440_missing_Resistor.net,Resistor,R1 N002 0 1.13Meg
1441_missing_Capacitor.net,Capacitor,C1 OUT N002 .39p Rser=5K Lser=60 Cpar=3.9p
1442_missing_Subcircuit.net,Subcircuit,XU1 N001 0 N004 N005 N005 N005 N003 N002 LTC1442
1443_missing_VoltageSource.net,VoltageSource,V1 N001 0 3.3
1444_missing_VoltageSource.net,VoltageSource,V1 N001 0 5
1445_missing_Subcircuit.net,Subcircuit,XU1 N003 N001 N002 N004 N004 0 N004 LTC1445
1457_missing_Subcircuit.net,Subcircuit,XU1 N003 N001 N002 +V -V LT1457
1461-2.5_missing_Capacitor.net,Capacitor,C1 N002 0 2µ
1461-3.3_missing_Subcircuit.net,Subcircuit,XU1 0 N001 N001 N002 LT1461-3.3
1461-3_missing_CurrentSource.net,CurrentSource,I1 N002 0 PULSE(0 10m 1.5m 10n 10n 2m 200m)
1461-4.096_missing_CurrentSource.net,CurrentSource,I1 N002 0 PULSE(0 10m 1.5m 10n 10n 2m 200m)
1461-5_missing_VoltageSource.net,VoltageSource,V1 N001 0 7.5
1462_missing_VoltageSource.net,VoltageSource,V2 -V 0 -15
1463_missing_Subcircuit.net,Subcircuit,XU1 0 N004 +V -V N002 LT1462
1464_missing_Subcircuit.net,Subcircuit,XU2 0 N005 +V -V OUT LT1464
1465_missing_Resistor.net,Resistor,R2 N004 N001 249K
1466_missing_Resistor.net,Resistor,R2 N003 N002 8.6K
1466L_missing_Capacitor.net,Capacitor,C3 N006 N005 10000p
1467_missing_Resistor.net,Resistor,R2 N003 N002 8.6K
1467L_missing_Subcircuit.net,Subcircuit,XU1 N004 N001 +V 0 N002 LT1466
1468-2_missing_Resistor.net,Resistor,R3 0 N001 121
1468_missing_VoltageSource.net,VoltageSource,V3 IN 0 AC 1
1469-2_missing_Capacitor.net,Capacitor,C2 OUT N001 1000p
1469_missing_VoltageSource.net,VoltageSource,V3 N003 0 SINE(0 1 1K)
1473L_missing_MOSFET.net,MOSFET,M§Q4 IN2 N008 N010 N010 Si9428DY
1474-3.3_missing_Inductor.net,Inductor,L1 N001 OUT 100µ
1474-5_missing_Capacitor.net,Capacitor,C1 OUT 0 100µ
1474_missing_Inductor.net,Inductor,L1 N001 OUT 100µ
1475-3.3_missing_Resistor.net,Resistor,Rload OUT 0 20
1475-5_missing_Capacitor.net,Capacitor,C1 OUT 0 100µ
1475_missing_Subcircuit.net,Subcircuit,XU1 N004 N002 IN 0 N001 IN IN N003 LTC1475 top=10 bot=1T
1477_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
1478_missing_Subcircuit.net,Subcircuit,XU1 OUT IN IN N001 0 IN IN LTC1477
1490_missing_Capacitor.net,Capacitor,C1 N001 0 .1µ
1490A_missing_VoltageSource.net,VoltageSource,V1 +V 0 5
1491_missing_Resistor.net,Resistor,R2 OUT N002 59K
1492_missing_Resistor.net,Resistor,R6 OUT N002 10K
1493_missing_VoltageSource.net,VoltageSource,V3 IN 0 SINE(0 1 100 .3 0 0 75)
1494_missing_Capacitor.net,Capacitor,C9 N011 0 .03µ
1495_missing_Capacitor.net,Capacitor,C9 N011 0 .03µ
1496_missing_VoltageSource.net,VoltageSource,V3 IN 0 AC 1
1497_missing_Resistor.net,Resistor,R1 N007 N006 560
1498_missing_Resistor.net,Resistor,R1 N002 N001 6.81K
1499_missing_Resistor.net,Resistor,R3 N004 N001 11.3K
1500-3_missing_Resistor.net,Resistor,R3 N006 N005 100K
1500_missing_Subcircuit.net,Subcircuit,XU1 IN N007 IN N001 MP_01 0 0 N002 0 N003 N004 N009 N008 N005 LT1500
1501-3.3_missing_Inductor.net,Inductor,L1 N001 N002 33µ
1501-5_missing_Inductor.net,Inductor,L1 N001 N002 33µ
1501_missing_Resistor.net,Resistor,Rload OUT 0 20
1502-3.3_missing_Capacitor.net,Capacitor,C1 N002 N004 1µ
1503-1.8_missing_Capacitor.net,Capacitor,C1 N001 N004 1µ
1503-2_missing_Capacitor.net,Capacitor,C4 N005 0 100p
1504-3.3_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
1504_missing_Resistor.net,Resistor,R4 N005 N004 5K
1504A-3.3_missing_Capacitor.net,Capacitor,C1 OUT 0 100µ Rser=.1
1504A_missing_Resistor.net,Resistor,R1 OUT N006 20.4K
1505-1_missing_Capacitor.net,Capacitor,C8 N020 0 .68µ
1505_missing_Capacitor.net,Capacitor,C1 N019 0 1µ
1506-3.3_missing_Diode.net,Diode,D2 0 N003 MBRS340
1506_missing_Diode.net,Diode,D1 OUT N001 1N914
1507-3.3_missing_Capacitor.net,Capacitor,C4 N004 0 .025µ
1507_missing_VoltageSource.net,VoltageSource,V1 IN 0 12
1508_missing_Capacitor.net,Capacitor,C8 N026 0 1000p
1509_missing_Capacitor.net,Capacitor,C8 N026 0 1000p
1510-5_missing_Capacitor.net,Capacitor,C4 BAT 0 22µ
1510_missing_Diode.net,Diode,D1 N001 N004 1N4148
1512_missing_Capacitor.net,Capacitor,C1 N008 0 .22µ
1513-2_missing_Capacitor.net,Capacitor,C2 BAT 0 100µ Rser=.1
1513_missing_Capacitor.net,Capacitor,C5 N001 N002 1µ
1514-3.3_missing_Subcircuit.net,Subcircuit,XU1 IN N001 N002 0 N004 N003 IN OUT LTC1514-3.3
1514-5_missing_Capacitor.net,Capacitor,C1 OUT 0 100µ
1515-3.3_missing_Subcircuit.net,Subcircuit,XU1 IN N001 0 0 N003 N002 IN OUT LTC1515-3.3
1515-3_missing_Capacitor.net,Capacitor,C2 OUT 0 10µ
1515_missing_VoltageSource.net,VoltageSource,V1 IN 0 3
1516_missing_Capacitor.net,Capacitor,C3 OUT 0 10µ
1517-3.3_missing_Resistor.net,Resistor,Rload OUT 0 500
1517-5_missing_VoltageSource.net,VoltageSource,V1 IN 0 3
1521-3.3_missing_Resistor.net,Resistor,Rload OUT 0 500
1521-3_missing_Capacitor.net,Capacitor,C1 OUT 0 1.5µ
1521-5_missing_Resistor.net,Resistor,Rload OUT 0 500
1521_missing_Resistor.net,Resistor,R1 OUT N002 10K
1522_missing_Subcircuit.net,Subcircuit,XU1 MP_01 IN OUT N001 N002 0 0 LTC1522
1528_missing_Capacitor.net,Capacitor,C1 OUT 0 3.3µ
1529-3.3_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
1529-5_missing_Subcircuit.net,Subcircuit,XU1 OUT OUT 0 IN IN LT1529-5
1529_missing_Resistor.net,Resistor,Rload OUT 0 500
1530-1.9_missing_Subcircuit.net,Subcircuit,XU1 N001 0 OUT N006 N003 N007 N009 N004 LTC1530 Top=22077 Bot=41K
1530-2.5_missing_Resistor.net,Resistor,R3 N008 N007 20
1530-2.8_missing_Resistor.net,Resistor,Rload OUT 0 .2
1530-3.3_missing_Capacitor.net,Capacitor,C1 OUT 0 330µ Rser=.1 x7
1530_missing_Capacitor.net,Capacitor,C3 N006 0 150p
1533_missing_Inductor.net,Inductor,L4 N001 IN 300µ Rser=0.02 Rpar=5000
1534-1_missing_Inductor.net,Inductor,L2 IN N001 50µ Rser=0.02 Rpar=5000
1534_missing_Capacitor.net,Capacitor,C3 N007 0 .015µ
1538-AUX_missing_Capacitor.net,Capacitor,C5 N005 N009 .1µ
1539_missing_MOSFET.net,MOSFET,M§Q4 IN N014 N010 N010 Si4410DY
1540_missing_Resistor.net,Resistor,R2 N001 0 3Meg
1541_missing_Subcircuit.net,Subcircuit,XU1 N001 N001 N003 0 N001 N004 N002 +V LTC1541
1542_missing_Capacitor.net,Capacitor,C1 N004 N006 .1µ
1550_missing_Resistor.net,Resistor,R2 OUT N007 100K
1550CS8-4.1_missing_Capacitor.net,Capacitor,C1 N001 0 .1µ
1550L_missing_Capacitor.net,Capacitor,C3 N008 0 .1µ
1550LCS8-2.5_missing_VoltageSource.net,VoltageSource,V1 IN 0 4.5
1550LCS8-2_missing_Resistor.net,Resistor,Rload OUT 0 1K
1550LCS8-4.1_missing_Capacitor.net,Capacitor,C2 N003 N002 .1µ
1550LCS8_missing_Resistor.net,Resistor,Rload OUT 0 1K
1551CS8-4.1_missing_Capacitor.net,Capacitor,C1 N003 N002 .1µ
1551LCS8-4.1_missing_Capacitor.net,Capacitor,C2 N001 0 .1µ
1551LCS8_missing_Resistor.net,Resistor,Rload OUT 0 1K
1553_missing_Capacitor.net,Capacitor,C1 N010 0 150p
1553L_missing_Inductor.net,Inductor,L1 N008 OUT 2µ
1562-2_missing_VoltageSource.net,VoltageSource,V2 N007 0 5
1562_missing_Resistor.net,Resistor,R5 N004 N003 10K
1562A_missing_Resistor.net,Resistor,R1 N002 N006 13K
1563-2_missing_Resistor.net,Resistor,R2 N006 N002 10K
1563-3_missing_Capacitor.net,Capacitor,C1 N007 0 .1µ
1563_missing_Resistor.net,Resistor,R3 N001 IN 100K
1565_missing_Subcircuit.net,Subcircuit,XU1 N001 N002 N003 0 SDX N004 OUTM OUTP LTC1565 vvar={vvar} fvar={fvar} gvar={gvar}
1567_missing_Capacitor.net,Capacitor,C2 N002 N003 270p
1568_missing_Resistor.net,Resistor,R5 N004 N006 511
1572_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
1573_missing_Resistor.net,Resistor,Rload N004 0 1
1574-3.3_missing_Inductor.net,Inductor,L1 N001 OUT 100µ Rser=0.02 Rpar=5000
1574-5_missing_Resistor.net,Resistor,Rload OUT 0 20
1574_missing_Subcircuit.net,Subcircuit,XU1 N002 MP_01 MP_02 0 N001 IN IN IN LTC1574 top=1K bot=1T
1574HV_missing_Subcircuit.net,Subcircuit,XU1 N002 MP_01 MP_02 0 N001 IN IN IN LTC1574 top=1K bot=1T
1575-1.5_missing_Capacitor.net,Capacitor,C1 OUT 0 24µ
1575-2.8_missing_Capacitor.net,Capacitor,C2 N004 0 10p
1575-3.3_missing_Capacitor.net,Capacitor,C1 OUT 0 24µ
1575-3.5_missing_VoltageSource.net,VoltageSource,V1 N001 0 5
1575-5_missing_Capacitor.net,Capacitor,C1 OUT 0 24µ
1575_missing_Capacitor.net,Capacitor,C3 N006 0 1000p
1576-5_missing_Resistor.net,Resistor,Rload OUT 0 5
1576_missing_VoltageSource.net,VoltageSource,V1 IN 0 10
1577-2.8_missing_VoltageSource.net,VoltageSource,V2 N002 0 12
1577-3.3_missing_VoltageSource.net,VoltageSource,V1 N001 0 5
1577-ADJ_missing_Resistor.net,Resistor,R2 N004 0 1K
1578-2.5_missing_Resistor.net,Resistor,R1 N005 N004 10K
1578_missing_Inductor.net,Inductor,L1 N002 OUT 15µ
1580-2.5_missing_Capacitor.net,Capacitor,C1 N003 N006 22µ
1580_missing_Resistor.net,Resistor,Rpar1 N003 N002 10m
1581-2.5_missing_Resistor.net,Resistor,Rpar2 N006 0 10m
1581_missing_Subcircuit.net,Subcircuit,XU1 N005 MP_01 N003 N002 N001 N004 LT1581
1584-3.3_missing_Subcircuit.net,Subcircuit,XU1 0 OUT IN LT1584-3.3
1584-3.38_missing_Subcircuit.net,Subcircuit,XU1 0 OUT IN LT1584-3.38
1584-3.45_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
1584-3.6_missing_Resistor.net,Resistor,Rload OUT 0 500
1584_missing_Resistor.net,Resistor,R2 N001 0 500
1585-3.3_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
1585-3.38_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
1585-3.45_missing_Subcircuit.net,Subcircuit,XU1 0 OUT IN LT1585-3.6
1585-3.6_missing_Capacitor.net,Capacitor,C1 OUT 0 22µ
1585_missing_Resistor.net,Resistor,R2 N001 0 500
1587-3.3_missing_Subcircuit.net,Subcircuit,XU1 0 OUT IN LT1587-3.3
1587-3.38_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
1587-3.45_missing_Capacitor.net,Capacitor,C1 OUT 0 22µ
1587-3.6_missing_Capacitor.net,Capacitor,C1 OUT 0 22µ
1587_missing_Resistor.net,Resistor,R2 N001 0 500
1610_missing_Capacitor.net,Capacitor,C2 OUT 0 22µ Rser=0.05
1611_missing_Capacitor.net,Capacitor,C4 N001 N002 1µ
1612_missing_Resistor.net,Resistor,R3 0 N004 232K
1613_missing_VoltageSource.net,VoltageSource,V1 N001 0 3.3
1614_missing_Capacitor.net,Capacitor,C3 0 OUT 22µ Rser=0.02
1615-1_missing_Resistor.net,Resistor,Rload OUT 0 1K
1615_missing_Diode.net,Diode,D1 N001 OUT MBR0540
1616_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
1617-1_missing_Capacitor.net,Capacitor,C3 N001 N002 1µ
1617_missing_Diode.net,Diode,D1 N002 0 MBR0530L
1618_missing_Capacitor.net,Capacitor,C2 N004 0 .01µ
1619_missing_Resistor.net,Resistor,R1 N006 0 14m
1620_missing_Capacitor.net,Capacitor,C8 OUT N012 100p
1620S8_missing_Capacitor.net,Capacitor,C9 N012 0 100p
1621_missing_Diode.net,Diode,D1 N001 N008 1N5818
1622_missing_Resistor.net,Resistor,R4 IN N002 .03
1624_missing_Capacitor.net,Capacitor,C3 N003 N004 470p
1625_missing_Capacitor.net,Capacitor,C1 OUT 0 500µ Rser=.05
1626_missing_Capacitor.net,Capacitor,C2 N005 0 3900p
1627_missing_Inductor.net,Inductor,L1 N001 OUT 15µ
1628-PG_missing_Capacitor.net,Capacitor,C4 OUT1 0 47µ Rser=50m
1628-SYNC_missing_MOSFET.net,MOSFET,M§Q2 N005 N011 0 0 FDS6680A
1628_missing_Diode.net,Diode,D4 N001 N006 1N5817
1629-6_missing_Resistor.net,Resistor,R3 N020 N019 16K
1629-PG_missing_Capacitor.net,Capacitor,C5 N014 0 1000p
1629_missing_Diode.net,Diode,D2 0 N007 MBRS130L
1630_missing_VoltageSource.net,VoltageSource,V3 IN 0 5 AC 1
1631_missing_Capacitor.net,Capacitor,C3 OUT N005 22p
1632_missing_Resistor.net,Resistor,R5 OUT N002 20K
1633_missing_Resistor.net,Resistor,R3 N002 N003 2K
1634-1.25_missing_Subcircuit.net,Subcircuit,XU1 N002 0 LT1634-1.25
1634-2.5_missing_Resistor.net,Resistor,R1 N001 N002 50K
1634-4.096_missing_Resistor.net,Resistor,R1 N001 N002 90K
1634-5_missing_Subcircuit.net,Subcircuit,XU1 N002 0 LT1634-5
1635_missing_VoltageSource.net,VoltageSource,V1 +V 0 5
1636_missing_VoltageSource.net,VoltageSource,V3 N001 0 SINE(2.5 1 10K)
1637_missing_VoltageSource.net,VoltageSource,V1 +V 0 5
1638_missing_Resistor.net,Resistor,R4 N003 N002 200
1639_missing_Resistor.net,Resistor,R3 N001 +V 200
1641-2_missing_Resistor.net,Resistor,R1 IN N004 49.9K
1643AH_missing_Capacitor.net,Capacitor,C2 N007 0 30µ
1643AL-1_missing_VoltageSource.net,VoltageSource,V1 N001 0 PULSE(0 5 5m 5m 5m 250m 300m)
1643AL_missing_VoltageSource.net,VoltageSource,V1 N001 0 PULSE(0 5 5m 5m 5m 250m 300m)
1644_missing_Resistor.net,Resistor,R2 N002 N007 10
1645_missing_Resistor.net,Resistor,R1 IN2 N001 5m
1646_missing_Resistor.net,Resistor,R1 5Vout 0 2
1647-1_missing_Diode.net,Diode,D1 0 N003 UMZ22K
1647-2_missing_Subcircuit.net,Subcircuit,XU1 IN N004 N004 0 N005 N003 N007 N001 LTC1647-2
1647-3_missing_Capacitor.net,Capacitor,C2 OUT1 0 30µ
1649_missing_Capacitor.net,Capacitor,C3 OUT 0 4700µ Rser=0.06
1671_missing_Resistor.net,Resistor,R1 N002 N003 2K
1672_missing_Resistor.net,Resistor,R1 +V N001 .1
1673_missing_CurrentSource.net,CurrentSource,I1 0 N001 SINE(0 1 1m)
1674_missing_Resistor.net,Resistor,R3 N003 +V 200
1676_missing_Resistor.net,Resistor,R2 OUT N003 36.5K
1677_missing_VoltageSource.net,VoltageSource,V2 -V 0 -1.5
1678_missing_Subcircuit.net,Subcircuit,XU2 N005 N002 OUT +V -V LT1678
1679_missing_Resistor.net,Resistor,R3 N002 N001 1K
1680_missing_Subcircuit.net,Subcircuit,XU1 N006 N009 N005 N012 N010 0 N008 MP_01 IN N001 N002 0 N007 IN MP_02 N006 LT1680
1681_missing_Resistor.net,Resistor,Rload OUT 0 .5
1682-3.3_missing_Capacitor.net,Capacitor,C4 N003 0 1000p
1682-5_missing_Capacitor.net,Capacitor,C1 N002 N004 .22µ
1682_missing_Subcircuit.net,Subcircuit,XU1 OUT IN N003 0 N004 IN N002 N001 LTC1682
1683_missing_Resistor.net,Resistor,R9 N020 0 7K
1693-1_missing_VoltageSource.net,VoltageSource,V1 N001 0 5
1693-2_missing_VoltageSource.net,VoltageSource,V2 N002 0 PULSE(0 5 0 1n 1n 5u 10u)
1693-3_missing_Inductor.net,Inductor,L1 IN N004 22µ
1693-5_missing_Resistor.net,Resistor,R1 N005 0 10
1696_missing_VoltageSource.net,VoltageSource,V2 N002 0 PWL(0 0 1m 1 2m 0 3m 1)
1697_missing_Inductor.net,Inductor,L2 N004 N005 10µ
1698_missing_Resistor.net,Resistor,R10 0 N006 1K
1700_missing_MOSFET.net,MOSFET,M§Q2 N003 N007 OUT OUT Si9803DY
1701_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
1701B_missing_Capacitor.net,Capacitor,C1 OUT 0 47µ Rser=.1
1702_missing_Diode.net,Diode,D2 0 N003 1N5818
1702A_missing_Inductor.net,Inductor,L1 N003 OUT 1µ
1703_missing_Resistor.net,Resistor,R4 OUT2 N011 10.2K
1706-19_missing_VoltageSource.net,VoltageSource,V4 N003 0 PULSE(0 2.4 0 1n 1n 1m 2m)
1706-61_missing_VoltageSource.net,VoltageSource,V2 N007 0 .6
1706-63_missing_VoltageSource.net,VoltageSource,V1 N001 0 3.3
1706-81_missing_VoltageSource.net,VoltageSource,V3 N002 0 PULSE(0 2.4 0 1n 1n .5m 1m)
1706-82_missing_VoltageSource.net,VoltageSource,V4 N003 0 PULSE(0 2.4 0 1n 1n 1m 2m)
1706-85_missing_VoltageSource.net,VoltageSource,V4 N003 0 PULSE(0 2.4 0 1n 1n 1m 2m)
1707_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
1709-7_missing_Diode.net,Diode,D3 0 N018 1N5818
1709-8_missing_VoltageSource.net,VoltageSource,V2 N004 0 SINE(.5 .5 200K)
1709-85_missing_Resistor.net,Resistor,R1 N007 OUT 2m
1709-9_missing_MOSFET.net,MOSFET,M§Q2 N006 N011 0 0 FDS6680A
1709_missing_Diode.net,Diode,D4 N001 N017 1N5818
1711_missing_Capacitor.net,Capacitor,C4 SINE N004 100p
1712_missing_Capacitor.net,Capacitor,C2 N001 0 .1µ
1713_missing_Resistor.net,Resistor,R2 +V N003 1K
1714_missing_Resistor.net,Resistor,R4 N002 P001 210
1715_missing_VoltageSource.net,VoltageSource,V1 +V 0 5
1716_missing_VoltageSource.net,VoltageSource,V2 N003 0 1
1719_missing_Capacitor.net,Capacitor,C1 P001 N002 1.6p Rser=45 Lser=15.6m Cpar=6p
1720_missing_Resistor.net,Resistor,R2 +V N002 2K
1721_missing_VoltageSource.net,VoltageSource,V1 +V 0 3.3
1722_missing_Subcircuit.net,Subcircuit,XU2 0 N003 +V -V N004 LT1722
1723_missing_Resistor.net,Resistor,R4 N003 IN 2K
1724_missing_Resistor.net,Resistor,R2 N001 IN 750
1725_missing_Capacitor.net,Capacitor,C3 N008 0 .1µ
1726-2.5_missing_VoltageSource.net,VoltageSource,V6 N009 0 PULSE(0 2 5000ms 1u 1u 800ms 1600m 6)
1726-5_missing_VoltageSource.net,VoltageSource,V1 N001 0 PULSE(1.2 0 4.5 .5 .5 .5)
1727-2.5_missing_Resistor.net,Resistor,R4 N003 N008 10K
1727-5_missing_VoltageSource.net,VoltageSource,V4 N003 0 5
1728-1.8_missing_VoltageSource.net,VoltageSource,V4 N001 0 5
1728-2.5_missing_VoltageSource.net,VoltageSource,V1 N001 0 5
1728-3.3_missing_VoltageSource.net,VoltageSource,V3 N005 0 PWL(0 1.8 4 1.8 5 1.5 6 1.8)
1728-5_missing_VoltageSource.net,VoltageSource,V1 N004 0 PWL(0 1.05 7 1.05 8 0.95 9 1.05)
1733_missing_Diode.net,Diode,D2 N007 N006 NSPW500BS
1734-4.1_missing_Resistor.net,Resistor,R1 N004 0 1K
1734-4.2_missing_Resistor.net,Resistor,R1 N004 0 1K
1734L-4.1_missing_BJT.net,BJT,Q1 N005 N003 N002 0 2N2907
1734L-4.2_missing_BJT.net,BJT,Q1 N005 N003 N002 0 2N2907
1735-1_missing_Resistor.net,Resistor,R3 N012 0 10K
1735_missing_Diode.net,Diode,D1 N001 N004 1N5818
1736_missing_Capacitor.net,Capacitor,C7 N010 0 4.7µ
1737_missing_Resistor.net,Resistor,R4 N014 0 100K
1738_missing_Capacitor.net,Capacitor,C5 N012 0 .01µ
1739_missing_Resistor.net,Resistor,R2 N001 0 1K
1751-3.3_missing_Resistor.net,Resistor,R1 OUT N001 100K
1751-5_missing_Subcircuit.net,Subcircuit,XU1 N001 OUT IN 0 N004 N003 IN N002 LTC1751-5
1751_missing_Resistor.net,Resistor,R1 OUT N001 100K
1753_missing_Capacitor.net,Capacitor,C1 N011 0 150p
1754-3.3_missing_VoltageSource.net,VoltageSource,V1 IN 0 2.6
1754-5_missing_Capacitor.net,Capacitor,C1 N001 N002 1µ
1761-1.2_missing_Subcircuit.net,Subcircuit,XU1 IN 0 IN N001 OUT LT1761-1.2
1761-1.5_missing_Subcircuit.net,Subcircuit,XU1 IN 0 IN N001 OUT LT1761-1.5
1761-1.8_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
1761-2.5_missing_Resistor.net,Resistor,Rload OUT 0 500
1761-2.8_missing_Resistor.net,Resistor,Rload OUT 0 500
1761-2_missing_Resistor.net,Resistor,R3 OUT 0 500
1761-3.3_missing_Resistor.net,Resistor,Rload OUT 0 500
1761-3_missing_Capacitor.net,Capacitor,C1 OUT 0 10µ
1761-5_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
1761-BYP_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
1761-SD_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
1762-2.5_missing_Resistor.net,Resistor,Rload OUT 0 500
1762-3.3_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
1762-3_missing_Capacitor.net,Capacitor,C2 OUT N001 .01µ
1762-5_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
1762_missing_Capacitor.net,Capacitor,C1 OUT 0 10µ
1763-1.5_missing_Resistor.net,Resistor,Rload OUT 0 500
1763-1.8_missing_Capacitor.net,Capacitor,C1 OUT 0 10µ
1763-2.5_missing_Capacitor.net,Capacitor,C1 OUT 0 10µ
1763-3.3_missing_Resistor.net,Resistor,Rload OUT 0 500
1763-3_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
1763-5_missing_Subcircuit.net,Subcircuit,XU1 OUT OUT 0 N001 IN MP_01 MP_02 IN LT1763-5
1763_missing_Subcircuit.net,Subcircuit,XU1 OUT OUT 0 N001 IN MP_01 MP_02 IN LT1763
1764-1.5_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
1764-1.8_missing_Resistor.net,Resistor,Rload OUT 0 500
1764-2.5_missing_Resistor.net,Resistor,Rload OUT 0 500
1764-3.3_missing_Resistor.net,Resistor,Rload OUT 0 500
1764_missing_Subcircuit.net,Subcircuit,XU1 IN IN 0 OUT OUT LT1764
1764A-1.5_missing_Resistor.net,Resistor,Rload OUT 0 500
1764A-1.8_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
1764A-2.5_missing_Resistor.net,Resistor,Rload OUT 0 500
1764A-3.3_missing_Capacitor.net,Capacitor,C1 OUT 0 10µ Rser=.1
1764A_missing_Capacitor.net,Capacitor,C1 OUT 0 10µ Rser=.1
1765_missing_Inductor.net,Inductor,L1 N002 OUT 1.5µ
1766_missing_Inductor.net,Inductor,L1 N002 OUT 15µ
